class,category,indicator_name,series_name,sub_series_name,parameter,value,units,date_last_updated
Health,COVID-19,Number of cases,New Zealand,Recovered,27/08/2020,1554,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,28/08/2020,1561,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,29/08/2020,1568,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,30/08/2020,1570,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,31/08/2020,1585,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,01/09/2020,1598,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,02/09/2020,1606,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,03/09/2020,1622,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,04/09/2020,1630,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,05/09/2020,1631,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,06/09/2020,1632,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,07/09/2020,1634,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,08/09/2020,1635,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,09/09/2020,1639,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,10/09/2020,1648,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,11/09/2020,1655,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,12/09/2020,1663,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,13/09/2020,1676,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,14/09/2020,1678,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,15/09/2020,1694,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,16/09/2020,1698,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,17/09/2020,1707,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,18/09/2020,1714,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,19/09/2020,1719,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,20/09/2020,1719,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,21/09/2020,1728,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,22/09/2020,1729,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,23/09/2020,1737,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,24/09/2020,1737,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,25/09/2020,1744,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,26/09/2020,1745,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,27/09/2020,1749,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,28/09/2020,1753,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,29/09/2020,1755,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,30/09/2020,1767,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,01/10/2020,1770,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,02/10/2020,1780,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,03/10/2020,1783,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,04/10/2020,1788,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,05/10/2020,1790,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,06/10/2020,1790,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,07/10/2020,1799,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,08/10/2020,1800,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,09/10/2020,1800,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,10/10/2020,1801,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,11/10/2020,1801,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,12/10/2020,1801,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,13/10/2020,1808,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,14/10/2020,1809,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,15/10/2020,1809,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,16/10/2020,1809,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,17/10/2020,1818,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,18/10/2020,1819,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,19/10/2020,1824,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,20/10/2020,1829,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,21/10/2020,1831,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,22/10/2020,1831,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,23/10/2020,1832,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,24/10/2020,1835,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,25/10/2020,1840,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,26/10/2020,1841,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,27/10/2020,1848,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,28/10/2020,1852,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,29/10/2020,1854,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,30/10/2020,1857,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,31/10/2020,1857,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,01/11/2020,1857,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,02/11/2020,1857,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,03/11/2020,1868,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,04/11/2020,1873,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,05/11/2020,1881,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,06/11/2020,1905,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,07/11/2020,1908,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,08/11/2020,1909,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,09/11/2020,1910,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,10/11/2020,1910,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,11/11/2020,1911,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,12/11/2020,1913,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,13/11/2020,1917,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,14/11/2020,1918,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,15/11/2020,1918,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,16/11/2020,1918,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,17/11/2020,1919,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,18/11/2020,1919,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,19/11/2020,1948,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,20/11/2020,1948,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,21/11/2020,1952,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,22/11/2020,1953,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,23/11/2020,1953,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,24/11/2020,1953,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,25/11/2020,1955,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,26/11/2020,1955,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,27/11/2020,1956,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,28/11/2020,1956,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,29/11/2020,1958,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,30/11/2020,1959,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,01/12/2020,1962,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,02/12/2020,1963,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,03/12/2020,1972,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,04/12/2020,1983,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,05/12/2020,1994,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,06/12/2020,1997,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,07/12/2020,1998,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,08/12/2020,2006,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,09/12/2020,2008,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,11/12/2020,2010,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,13/12/2020,2015,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,14/12/2020,2015,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,15/12/2020,2032,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,16/12/2020,2032,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,18/12/2020,2034,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,20/12/2020,2036,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,21/12/2020,2037,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,23/12/2020,2054,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,27/12/2020,2069,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,29/12/2020,2077,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,31/12/2020,2082,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,03/01/2021,2084,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,05/01/2021,2100,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,07/01/2021,2101,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,10/01/2021,2119,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,11/01/2021,2120,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,13/01/2021,2141,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,15/01/2021,2145,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,17/01/2021,2149,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,18/01/2021,2152,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,20/01/2021,2166,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,22/01/2021,2178,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,26/01/2021,2200,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,27/01/2021,2201,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,28/01/2021,2205,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,01/02/2021,2209,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,02/02/2021,2210,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,03/02/2021,2222,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,04/02/2021,2228,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,05/02/2021,2228,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,08/02/2021,2229,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,09/02/2021,2230,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,10/02/2021,2240,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,11/02/2021,2245,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,12/02/2021,2257,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,14/02/2021,2258,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,15/02/2021,2264,Number,15/02/2021
